N°,client,consultation_id,intitule_projet,lien,Selection
,MUNMONASTIR - Municipalité de Monastir,S20250202835,الحصول على خراطيش الصيد,http://www.tunisurf.com/v3/?mod=6013&aoid=495247&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital Régional Sadok Mkaddem de Djerba,S20250604955,توفير وتركيب محطات صغيرة لمعالجة المياه من أجل خدمات المعالجة الكلوية,https://www.tuneps.tn/portail/consultations/consultationdetails/239743/S20250604955,0
,Mairie de Tunis,S20250605509,- شراء معدات (خارجية وداخلية وتعليمية وترفيهية) للمدارس في بلدية تونس للعام 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240356/S20250605509,0
,Pharmacie Centrale de Tunisie,20250700360,APPEL D’OFFRES NATIONAL N° VI/2025 COMPRESSES DE GAZE HYDROPHILE DE COTON POUR L’ANNEE 2025,https://www.tuneps.tn/portail/offres/details/96020/20250700360,0
,Hôpital Régional du Kef,S20250605921,"travaux aménagement de bureau de consultation externe maternité, gynéco  et bureau de surveillant à l'hopital",https://www.tuneps.tn/portail/consultations/consultationdetails/240809/S20250605921,0
,Hôpital Mongi Slim à la Marsa,S20250701815,DETENDEUR ADAPTABLE AU FLACON DE MONOXYDE D'AZOTE KINOX 450,https://www.tuneps.tn/portail/consultations/consultationdetails/243166/S20250701815,0
,Faculté de Médecine DE Dentaire de Monastir,S20250605902,Achat matériels et matériaux dentaire,https://www.tuneps.tn/portail/consultations/consultationdetails/240786/S20250605902,0
,Commune thala,S20250605719,Désignation bureau d'étude,https://www.tuneps.tn/portail/consultations/consultationdetails/240571/S20250605719,0
,Ministère de la Défense Nationale,S20250605313,حول تغيير الباب الرئيسي بباب آلي بمقر قيادة الإدارة العامة للهندسة العسكرية,https://www.tuneps.tn/portail/consultations/consultationdetails/240136/S20250605313,0
,Le Conseil régional Zaghouan,S20250602459,إختبار فنّي لبناية مركز الصحة الأساسية بعين البطرية من معتمدية الزريبة,https://www.tuneps.tn/portail/consultations/consultationdetails/240214/S20250602459,0
,Commissariat Régional de Développement Agricole de Bizerte,S20250606033,اقتناء وحدة قيس و مراقبة طوبغرافية للاشغال العامة و الشبكات المختلفة    ,https://www.tuneps.tn/portail/consultations/consultationdetails/240938/S20250606033,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250612011,Appel d'Offres National Ouvert n° 069/2025 pour l’exécution des branchements et réparation des casses et fuites sur le réseau de distribution dans le district de Béja.,https://www.tuneps.tn/portail/offres/details/95497/20250612011,0
,ولاية منوبة,20250612882,اشغال تطهير المياه المستعملة بسبعة احياء بمنوبة ودوار هيشر و وادي الليل والجديدة و المرناقية من ولاية منوبة,https://www.tuneps.tn/portail/offres/details/94255/20250612882,0
,Pharmacie Centrale de Tunisie,20250700360,نداء من أجل الاجتماع الوطني رقم سادساً 2025 لجثـز هدروفوثيل ثاني أكسيد الكربون في السنة الثانية من عام 2025,https://www.tuneps.tn/portail/offres/details/96020/20250700360,0
,Hôpital Régional du Kef,S20250605921,العمل كمكتب للإستشارة الخارجية للأم، والتوليد، والتوليد، ومكتب المشرفين في المستشفى,https://www.tuneps.tn/portail/consultations/consultationdetails/240809/S20250605921,0
,Hôpital Mongi Slim à la Marsa,S20250701815,رابعاً - ثاني أكسيد ثاني أكسيد ثاني أكسيد الأزوت ثنائي أكسيد النيتروز,https://www.tuneps.tn/portail/consultations/consultationdetails/243166/S20250701815,0
,Faculté de Médecine DE Dentaire de Monastir,S20250605902,اقتناء المعدات ومعدات طب الأسنان,https://www.tuneps.tn/portail/consultations/consultationdetails/240786/S20250605902,0
,Commune thala,S20250605719,دال - تسمية شركة التصميم,https://www.tuneps.tn/portail/consultations/consultationdetails/240571/S20250605719,0
,Ministère de la Défense Nationale,S20250605313,Au sujet de la modification de la porte principale par une porte automatique au quartier général de la Direction générale de l &apos; ingénierie militaire,https://www.tuneps.tn/portail/consultations/consultationdetails/240136/S20250605313,0
,Le Conseil régional Zaghouan,S20250602459,Un test d'art de l'immeuble du centre de santé de base avec l'oeil de l'oeil de l'aspirateur.,https://www.tuneps.tn/portail/consultations/consultationdetails/240214/S20250602459,0
,Commissariat Régional de Développement Agricole de Bizerte,S20250606033,Achat d &apos; un module de mesure et d &apos; observation topographiques pour l &apos; emploi public et les différents réseaux,https://www.tuneps.tn/portail/consultations/consultationdetails/240938/S20250606033,0
,Société Nationale d’Exploitation et de Distribution des Eaux,20250612011,نداء من مكتب البريد الوطني المفتوح رقم 069/2025 لتنفيذ الوصلات وإصلاح الكسور والتسربات في شبكة التوزيع في مقاطعة بيجا.,https://www.tuneps.tn/portail/offres/details/95497/20250612011,0
,ولاية منوبة,20250612882,"Nettoyage des eaux usées avec sept quartiers de la cantine, des vertiges d'Hescher, de la vallée de la Nuit, de la Nouvelle et de la Machine de l'État de Menoupe.",https://www.tuneps.tn/portail/offres/details/94255/20250612882,0
,Commissariat régionale de la femme de la famille et de l’enfance à Tataouine,S20250605395,إستشارة عدد 2025/05: إقتناء ملابس وأحذية لفائدة مركبات الطفولة بتطاوين لسنة 2025.,https://www.tuneps.tn/portail/consultations/consultationdetails/240226/S20250605395,0
,Commune d’Ariana,S20250605747,Acquisition  de fournitures de bureau et  matériels informatique,https://www.tuneps.tn/portail/consultations/consultationdetails/240608/S20250605747,0
,Ministère de la Jeunesse et des Sports,S20250606051,entretien des voitures du ministère de la jeunesse et des sports,https://www.tuneps.tn/portail/consultations/consultationdetails/240959/S20250606051,0
,Institut Supérieur Agronomique de Chott Mériem,S20250701865,Fourniture de consommables et matériels scientifiques,https://www.tuneps.tn/portail/consultations/consultationdetails/243215/S20250701865,0
,Direction régionale de la santé de Gafsa,S20250700265,اقتناء تجهيزات طبية تمسيد و تدليك لفائدة المستشفى الجهوي الحسين بوزيان قفصة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/241282/S20250700265,0
,Conseil Régional du gouvernorat de Mednine,S20250605738,اقتناء معدات اعلامية لفائدة ولاية مدنين و معتمدياتها,https://www.tuneps.tn/portail/consultations/consultationdetails/240596/S20250605738,0
,Hopital de circonscription de Chebika,S20250505085,Aspirateur adulte et bébe,https://www.tuneps.tn/portail/consultations/consultationdetails/232517/S20250505085,0
,Commune de Msaken,S20250701648,acquisition petit materiel de traveau,https://www.tuneps.tn/portail/consultations/consultationdetails/243184/S20250701648,0
,Institut Salah Azaïez,S20250605296,colonie de vacances des familles,https://www.tuneps.tn/portail/consultations/consultationdetails/240119/S20250605296,0
,Commune Ghzala,S20250605328,اقتناء مستلزمات الوقاية الصحية لسنة 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240154/S20250605328,0
,Commissariat régionale de la femme de la famille et de l’enfance à Tataouine,S20250605395,Consultation no 2025/05: Achat de vêtements et de chaussures pour les véhicules de l &apos; enfance à tour de rôle en 2025.,https://www.tuneps.tn/portail/consultations/consultationdetails/240226/S20250605395,0
,Commune d’Ariana,S20250605747,اقتناء لوازم المكاتب ومعدات تجهيز البيانات,https://www.tuneps.tn/portail/consultations/consultationdetails/240608/S20250605747,0
,Ministère de la Jeunesse et des Sports,S20250606051,وزارة الشباب والرياضة,https://www.tuneps.tn/portail/consultations/consultationdetails/240959/S20250606051,0
,Institut Supérieur Agronomique de Chott Mériem,S20250701865,المعدات الاستهلاكية والمعدات العلمية,https://www.tuneps.tn/portail/consultations/consultationdetails/243215/S20250701865,0
,Direction régionale de la santé de Gafsa,S20250700265,"Achat d &apos; équipement médical pour l &apos; hôpital régional d &apos; Al Hussein Bozian, cage 2025.",https://www.tuneps.tn/portail/consultations/consultationdetails/241282/S20250700265,0
,Conseil Régional du gouvernorat de Mednine,S20250605738,Achat de matériel d &apos; information pour l &apos; État civil et ses dépendances,https://www.tuneps.tn/portail/consultations/consultationdetails/240596/S20250605738,0
,Hopital de circonscription de Chebika,S20250505085,المكنات المكنات المكنات المكنية والذببة,https://www.tuneps.tn/portail/consultations/consultationdetails/232517/S20250505085,0
,Commune de Msaken,S20250701648,1 - إنتاج مواد صغيرة من ترفرة,https://www.tuneps.tn/portail/consultations/consultationdetails/243184/S20250701648,0
,Institut Salah Azaïez,S20250605296,العطلة الصيفية لعائلات الأسر,https://www.tuneps.tn/portail/consultations/consultationdetails/240119/S20250605296,0
,Commune Ghzala,S20250605328,Achat d &apos; articles de prévention sanitaire pour 2025,https://www.tuneps.tn/portail/consultations/consultationdetails/240154/S20250605328,0
,Direction Régionale de Justice de Tunis,S20250701702,Achat des Photocopieurs,https://www.tuneps.tn/portail/consultations/consultationdetails/243010/S20250701702,0
,Hôpital de circonscription de Joumine,S20250605190,اقتناء معدات المطبخ,https://www.tuneps.tn/portail/consultations/consultationdetails/240001/S20250605190,0
,Conseil régional de Gabès,S20250701669,أشغال لتهيئة وصيانة دار الشباب محمد علي قابس ضمن البرنامج الجهوي للتنمية,https://www.tuneps.tn/portail/consultations/consultationdetails/242968/S20250701669,0
,"Ministère de l’Equipement, l’habitat et l’aménagement du territoire",S20250605897,Demande de prix et de devis pour l'achat de pièces détachées d'origine pour voiture n°13-143382 et leur livraison à Tunis.,https://www.tuneps.tn/portail/consultations/consultationdetails/240781/S20250605897,0
,Hôpital La Rabta de Tunis,S20250605024,Achat  des ordinateurs portables et des tablettes à l'occasion de la célébration de la Journée du Savoir 2025.,https://www.tuneps.tn/portail/consultations/consultationdetails/239812/S20250605024,0
,Agence Nationale de la Protection de l’Environnement,S20250700304,Acquisition de produits de sensibilisation,https://www.tuneps.tn/portail/consultations/consultationdetails/241324/S20250700304,0
,Gouvernorat de Kairouan,S20250700289,الدراسة الجيوتقنية لمشروع بناء مقر المعتمدية والمسكن الوظيفي بمنزل المهيري,https://www.tuneps.tn/portail/consultations/consultationdetails/241309/S20250700289,0
,Commune de Teboulba,S20250606039,Achat de mobilier au profit des services administratifs municipaux,https://www.tuneps.tn/portail/consultations/consultationdetails/240944/S20250606039,0
,Centre National de Formation et De Préparation de L’Elite Sportif De Kelibia,S20250604848,Consultation : achat de matériel de nettoyage pour le Centre National d'Élite de Kélibia,https://www.tuneps.tn/portail/consultations/consultationdetails/239620/S20250604848,0
,Office National des Mines,S20250605741,habillement pour le personnel de l'ONM,https://www.tuneps.tn/portail/consultations/consultationdetails/240600/S20250605741,0
,Direction Régionale de Justice de Tunis,S20250701702,شراء النسخ التصويري,https://www.tuneps.tn/portail/consultations/consultationdetails/243010/S20250701702,0
,Hôpital de circonscription de Joumine,S20250605190,Achat de matériel de cuisine,https://www.tuneps.tn/portail/consultations/consultationdetails/240001/S20250605190,0
,Conseil régional de Gabès,S20250701669,Travaux d &apos; aménagement et d &apos; entretien de la maison Al-Shabaab Mohamed Ali Qabs dans le cadre du programme régional de développement,https://www.tuneps.tn/portail/consultations/consultationdetails/242968/S20250701669,0
